All compounds together:
optimized t0: 0.46
optimized tD: 0.68
optimized time: [0.4, 1.1, 1.9, 5.5, 5.9, 8.1, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
average/RMS error of calibration compounds after optimization: -0.002/0.061
average/RMS error of all compounds after optimization: 0.021/0.106
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.46
optimized tD: 0.61
optimized time: [0.6, 1.1, 1.9, 5.6, 5.9, 8.0, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.51
optimized tD: 0.52
optimized time: [0.6, 1.1, 1.9, 5.4, 6.0, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.002/0.016
average/RMS error of all compounds after optimization: 0.038/0.073
name	actual RT	predict RT1	error1	predict RT2	error2
DCA;GBA	10.42	10.4	-0.02	10.43	0.01	
DCA;GBA-3S	6.34	6.42	0.08	6.35	0.01	
DCA;GBA-12S	7.05	7.13	0.08	7.09	0.04	
DCA;TBA	10.54	10.53	-0.01	10.56	0.02	
DCA;TBA-3S	6.14	6.28	0.14	6.22	0.08	
DCA;TBA-12S	6.89	7.02	0.13	6.98	0.09	
HDCA;BA	11.51	11.49	-0.02	11.54	0.03	
HDCA;BA-6S	7.59	7.66	0.07	7.62	0.03	
HDCA;BA-3S	9.28	9.36	0.08	9.29	0.01	
HDCA;GBA	7	7.03	0.03	7.07	0.07	
HDCA;GBA-6S	3.02	3.15	0.13	3.09	0.07	
HDCA;GBA-3S	3.75	3.82	0.07	3.75	0	
HDCA;TBA	7.19	7.2	0.01	7.25	0.06	
HDCA;TBA-6S	3.01	3.14	0.13	3.08	0.07	
HDCA;TBA-3S	3.66	3.77	0.11	3.7	0.04	
isoCDCA;BA	11.95	11.89	-0.06	11.95	0	
isoCDCA;BA-7S	9.09	8.98	-0.11	8.94	-0.15	
isoCDCA;BA-3S	9.22	9.35	0.13	9.29	0.07	
isoCDCA;GBA	7.11	7.09	-0.02	7.14	0.03	
isoCDCA;GBA-7S	3.66	3.72	0.06	3.66	0	
isoCDCA;GBA-3S	3.74	3.86	0.12	3.79	0.05	
isoCDCA;TBA	7.27	7.25	-0.02	7.31	0.04	
isoCDCA;TBA-7S	3.53	3.6	0.07	3.54	0.01	
isoCDCA;TBA-3S	3.64	3.8	0.16	3.74	0.1	
isoDCA;BA	15.29	15.23	-0.06	15.31	0.02	
isoDCA;GBA	11.88	11.8	-0.08	11.83	-0.05	
isoDCA;TBA	11.99	11.94	-0.05	11.97	-0.02	
isoHDCA;BA	11	11	0	11.05	0.05	
isoHDCA;BA-6S	8.3	8.31	0.01	8.27	-0.03	
isoHDCA;BA-3S	8.3	8.4	0.1	8.36	0.06	
isoHDCA;GBA	5.14	5	-0.14	5.15	0.01	
isoHDCA;GBA-6S	3.02	3.15	0.13	3.09	0.07	
isoHDCA;GBA-3S	3.24	3.36	0.12	3.29	0.05	
isoHDCA;TBA	5.48	5.36	-0.12	5.55	0.07	
isoHDCA;TBA-6S	2.98	3.13	0.15	3.07	0.09	
isoHDCA;TBA-3S	3.2	3.34	0.14	3.28	0.08	
isoUDCA;BA	10.66	10.65	-0.01	10.71	0.05	
isoUDCA;BA-3S	6.87	7.04	0.17	7	0.13	
isoUDCA;BA-7S	7.93	7.94	0.01	7.9	-0.03	
isoUDCA;GBA	4.57	4.44	-0.13	4.54	-0.03	
isoUDCA;GBA-3S	2.76	2.95	0.19	2.89	0.13	
isoUDCA;GBA-7S	3.14	3.27	0.13	3.2	0.06	
isoUDCA;TBA	4.89	4.76	-0.13	4.89	0	
isoUDCA;TBA-3S	2.76	2.96	0.2	2.89	0.13	
isoUDCA;TBA-7S	3.08	3.21	0.13	3.15	0.07	
MDCA;BA	10.54	10.55	0.01	10.62	0.08	
MDCA;BA-6S	6.86	7.03	0.17	6.99	0.13	
MDCA;BA-3S	7.2	7.33	0.13	7.29	0.09	
MDCA;GBA	4.8	4.66	-0.14	4.78	-0.02	
MDCA;GBA-6S	2.75	2.92	0.17	2.86	0.11	
MDCA;GBA-3S	2.87	3.01	0.14	2.94	0.07	
MDCA;TBA	5.1	4.98	-0.12	5.13	0.03	
MDCA;TBA-6S	2.73	2.93	0.2	2.86	0.13	
MDCA;TBA-3S	2.84	3.01	0.17	2.94	0.1	
UDCA;BA	11.31	11.27	-0.04	11.33	0.02	
UDCA;BA-3S	7.58	7.64	0.06	7.6	0.02	
UDCA;BA-7S	9.19	9.16	-0.03	9.12	-0.07	
UDCA;GBA	6.88	6.85	-0.03	6.91	0.03	
UDCA;GBA-3S	3.14	3.26	0.12	3.2	0.06	
UDCA;GBA-7S	4.1	4.15	0.05	4.09	-0.01	
UDCA;TBA	7.06	7.06	0	7.11	0.05	
UDCA;TBA-3S	3.11	3.25	0.14	3.19	0.08	
UDCA;TBA-7S	4.01	4.1	0.09	4.04	0.03	
12o-DCA;BA	12.35	12.29	-0.06	12.35	0	
12o-DCA;BA-3S	8.8	8.79	-0.01	8.75	-0.05	
12o-DCA;GBA	8.3	8.1	-0.2	8.26	-0.04	
12o-DCA;GBA-3S	3.7	3.77	0.07	3.71	0.01	
12o-DCA;TBA	8.55	8.34	-0.21	8.52	-0.03	
12o-DCA;TBA-3S	3.61	3.74	0.13	3.67	0.06	
3o-CDCA;BA	13.54	13.54	0	13.61	0.07	
3o-CDCA;BA-7S	10.34	10.45	0.11	10.37	0.03	
3o-CDCA;GBA	9.74	9.74	0	9.81	0.07	
3o-CDCA;GBA-7S	5.38	5.4	0.02	5.34	-0.04	
3o-CDCA;TBA	9.92	9.96	0.04	10.01	0.09	
3o-CDCA;TBA-7S	5.16	5.25	0.09	5.19	0.03	
3o-DCA;BA	13.53	13.43	-0.1	13.49	-0.04	
3o-DCA;BA-12S	10.45	10.51	0.06	10.42	-0.03	
3o-DCA;GBA	10.03	10.03	0	10.07	0.04	
3o-DCA;GBA-12S	6.29	6.25	-0.04	6.18	-0.11	
3o-DCA;TBA	10.17	10.19	0.02	10.23	0.06	
3o-DCA;TBA-12S	5.84	5.92	0.08	5.86	0.02	
3o-HDCA;BA	11.83	11.84	0.01	11.9	0.07	
3o-HDCA;BA-6S	8.29	8.4	0.11	8.36	0.07	
3o-HDCA;GBA	7.01	7.06	0.05	7.11	0.1	
3o-HDCA;GBA-6S	3.15	3.29	0.14	3.22	0.07	
3o-HDCA;TBA	7.2	7.25	0.05	7.32	0.12	
3o-HDCA;TBA-6S	3.12	3.29	0.17	3.22	0.1	
6o-alloMDCA;BA	12.03	12.02	-0.01	12.08	0.05	
6o-alloMDCA;BA-3S	8.7	8.78	0.08	8.75	0.05	
6o-alloMDCA;GBA	7.27	7.25	-0.02	7.32	0.05	
6o-alloMDCA;GBA-3S	3.48	3.59	0.11	3.52	0.04	
6o-alloMDCA;TBA	7.45	7.44	-0.01	7.53	0.08	
6o-alloMDCA;TBA-3S	3.41	3.56	0.15	3.5	0.09	
6o-HDCA;BA	11.65	11.68	0.03	11.74	0.09	
6o-HDCA;BA-3S	8.76	8.8	0.04	8.76	0	
6o-HDCA;GBA	7.04	7.08	0.04	7.13	0.09	
6o-HDCA;GBA-3S	3.5	3.61	0.11	3.54	0.04	
6o-HDCA;TBA	7.23	7.25	0.02	7.32	0.09	
6o-HDCA;TBA-3S	3.44	3.58	0.14	3.51	0.07	
7o-CDCA;BA	12.17	12.13	-0.04	12.19	0.02	
7o-CDCA;BA-3S	9.21	9.31	0.1	9.25	0.04	
7o-CDCA;GBA	7.75	7.65	-0.1	7.76	0.01	
7o-CDCA;GBA-3S	3.75	3.85	0.1	3.79	0.04	
7o-CDCA;TBA	7.92	7.83	-0.09	7.96	0.04	
7o-CDCA;TBA-3S	3.64	3.78	0.14	3.71	0.07	
apoCA;BA	12.46	12.41	-0.05	12.47	0.01	
apoCA;GBA	8.97	8.7	-0.27	8.91	-0.06	
apoCA;TBA	9.19	8.97	-0.22	9.19	0	
12o-d9-DCA;BA	11.74	11.71	-0.03	11.77	0.03	
12o-d9-DCA;BA-3S	8.01	8.06	0.05	8.03	0.02	
12o-d9-DCA;GBA	7.33	7.29	-0.04	7.36	0.03	
12o-d9-DCA;GBA-3S	3.32	3.44	0.12	3.37	0.05	
12o-d9-DCA;TBA	7.5	7.45	-0.05	7.54	0.04	
12o-d9-DCA;TBA-3S	3.26	3.4	0.14	3.34	0.08	
3,12-2o-DCA;BA	12.31	12.3	-0.01	12.37	0.06	
3,12-2o-DCA;GBA	7.82	7.73	-0.09	7.87	0.05	
3,12-2o-DCA;TBA	8.05	7.96	-0.09	8.12	0.07	
3,6-2o-HDCA;BA	12.4	12.45	0.05	12.52	0.12	
3,6-2o-HDCA;GBA	7.56	7.55	-0.01	7.66	0.1	
3,6-2o-HDCA;TBA	7.8	7.8	0	7.94	0.14	
3,7-2o-CDCA;BA	12.45	12.48	0.03	12.55	0.1	
3,7-2o-CDCA;GBA	7.64	7.63	-0.01	7.75	0.11	
3,7-2o-CDCA;TBA	7.85	7.84	-0.01	7.99	0.14	
3o-d4-CDCA;BA	11.6	11.6	0	11.66	0.06	
iso-d5-7o-CDCA;BA	10.94	10.97	0.03	11.03	0.09	
iso-d5-7o-CDCA;BA-3S	8.02	8.18	0.16	8.14	0.12	
iso-d5-7o-CDCA;GBA	4.98	4.9	-0.08	5.05	0.07	
iso-d5-7o-CDCA;TBA	5.26	5.2	-0.06	5.38	0.12	
12-epiCA;BA	7.04	6.98	-0.06	7.06	0.02	
12-epiCA;GBA	3.26	3.29	0.03	3.26	0	
12-epiCA;TBA	3.36	3.39	0.03	3.37	0.01	
alloCA;BA	8.16	7.98	-0.18	8.14	-0.02	
alloCA;GBA	7.68	7.58	-0.1	7.68	0	
alloCA;TBA	7.79	7.69	-0.1	7.81	0.02	
a-MCA;BA	9.53	9.48	-0.05	9.62	0.09	
a-MCA;GBA	4.02	3.95	-0.07	4	-0.02	
a-MCA;TBA	4.12	4.07	-0.05	4.12	0	
b-MCA;BA	9.13	8.9	-0.23	9.16	0.03	
b-MCA;GBA	3.92	3.87	-0.05	3.9	-0.02	
b-MCA;TBA	4.23	4.17	-0.06	4.23	0	
CA;BA	11.1	11.05	-0.05	11.1	0	
CA;BA-7S	7.57	7.54	-0.03	7.5	-0.07	
CA;BA-3S	7.9	7.9	0	7.86	-0.04	
CA;GBA	7.33	7.27	-0.06	7.34	0.01	
CA;GBA-3S	3.54	3.6	0.06	3.53	-0.01	
CA;TBA	7.5	7.43	-0.07	7.51	0.01	
CA;TBA-3S	3.49	3.57	0.08	3.51	0.02	
DCA-1b-ol;BA	8.68	8.46	-0.22	8.67	-0.01	
DCA-1b-ol;GBA	3.91	3.86	-0.05	3.89	-0.02	
DCA-1b-ol;TBA	4.06	4	-0.06	4.05	-0.01	
HCA;BA	10.49	10.47	-0.02	10.52	0.03	
HCA;GBA	5.62	5.45	-0.17	5.65	0.03	
HCA;TBA	6.01	5.82	-0.19	6.06	0.05	
isoCA;BA	8.52	8.32	-0.2	8.53	0.01	
isoCA;GBA	3.95	3.89	-0.06	3.92	-0.03	
isoCA;TBA	4.12	4.06	-0.06	4.11	-0.01	
UCA;BA	7.14	7.08	-0.06	7.15	0.01	
UCA;GBA	3.51	3.5	-0.01	3.49	-0.02	
UCA;TBA	3.62	3.61	-0.01	3.61	-0.01	
w-MCA;BA	8.67	8.42	-0.25	8.63	-0.04	
w-MCA;GBA	3.73	3.68	-0.05	3.69	-0.04	
w-MCA;TBA	3.91	3.86	-0.05	3.89	-0.02	
12o-CA;BA	9.48	9.33	-0.15	9.51	0.03	
12o-CA;GBA	4.78	4.62	-0.16	4.73	-0.05	
12o-CA;TBA	5.01	4.86	-0.15	5	-0.01	
3o-CA;BA	10.65	10.65	0	10.71	0.06	
3o-CA;GBA	6.71	6.63	-0.08	6.78	0.07	
3o-CA;TBA	6.88	6.92	0.04	6.97	0.09	
7o-CA;BA	9.32	9.11	-0.21	9.34	0.02	
7o-CA;GBA	4.72	4.57	-0.15	4.68	-0.04	
7o-CA;TBA	4.91	4.77	-0.14	4.9	-0.01	
7o-HCA;BA	10	10.01	0.01	10.1	0.1	
7o-HCA;GBA	4.54	4.44	-0.1	4.54	0	
7o-HCA;TBA	4.75	4.67	-0.08	4.79	0.04	
7,12-2o-CA;BA	7.14	7.12	-0.02	7.21	0.07	
7,12-2o-CA;BA-3S	3.95	4.03	0.08	3.97	0.02	
7,12-2o-CA;GBA	3.26	3.3	0.04	3.28	0.02	
7,12-2o-CA;GBA-3S	2.35	2.58	0.23	2.52	0.17	
7,12-2o-CA;TBA	3.35	3.39	0.04	3.38	0.03	
7,12-2o-CA;TBA-3S	2.32	2.58	0.26	2.52	0.2	
3,7,12-3o-CA;BA	7.12	7.16	0.04	7.28	0.16	
3,7,12-3o-CA;GBA	3.2	3.29	0.09	3.28	0.08	
3,7,12-3o-CA;TBA	3.29	3.38	0.09	3.37	0.08	
CA-6a-ol;BA	6.85	6.79	-0.06	6.88	0.03	
CA-6a-ol;GBA	3.23	3.28	0.05	3.24	0.01	
CA-6a-ol;TBA	3.33	3.37	0.04	3.34	0.01	
